credit_card_number,credit_card_provider,transaction_type,event_ts,transaction_currency,transaction_amount
4240156479237176,VISA 19 digit,purchase,2024-01-27T05:27:00.000Z,COP,128859
2707830036596742,VISA 13 digit,purchase,2024-01-25T12:18:00.000Z,ARS,170529
2720207004869984,VISA 16 digit,purchase,2024-03-15T04:47:00.000Z,ARS,117757
5385416248130918,VISA 16 digit,cash_advance,2024-01-02T01:22:00.000Z,BRL,171807
639049343259,Maestro,purchase,2024-01-25T03:54:00.000Z,USD,100434
4702393047466,JCB 15 digit,purchase,2024-01-30T11:11:00.000Z,BRL,186301
4898609752103,VISA 19 digit,purchase,2024-02-13T16:22:00.000Z,COP,114975
30320743572105,VISA 16 digit,purchase,2024-03-18T01:20:00.000Z,USD,124130
4618933976503,JCB 16 digit,purchase,2024-03-04T18:48:00.000Z,USD,180758
3532514928257725,Maestro,purchase,2024-03-07T02:49:00.000Z,ARS,145953
4923297125931,JCB 15 digit,purchase,2024-01-09T08:57:00.000Z,USD,140016
4138821066077,Diners Club / Carte Blanche,purchase,2024-02-06T13:56:00.000Z,USD,186206
4226720280398580,VISA 16 digit,purchase,2024-01-06T16:00:00.000Z,MEX,134769
3573334600206480,VISA 16 digit,purchase,2024-01-15T11:54:00.000Z,ARS,103551
3562598712579215,VISA 16 digit,purchase,2024-01-09T21:17:00.000Z,COP,149270
6011078693480303,VISA 16 digit,purchase,2024-03-24T08:17:00.000Z,COP,130799
2283061598477152,VISA 16 digit,purchase,2024-02-20T06:38:00.000Z,COP,128993
6011428565539654,VISA 13 digit,cash_advance,2024-02-05T18:30:00.000Z,USD,173391
675974551201,American Express,cash_advance,2024-03-02T10:18:00.000Z,USD,160189
578456809347,Maestro,cash_advance,2024-02-04T13:20:00.000Z,USD,167053
502017388609,JCB 16 digit,purchase,2024-01-22T23:06:00.000Z,MEX,176869
4964986758749127,Diners Club / Carte Blanche,purchase,2024-01-30T04:06:00.000Z,COP,133717
2720616863026587,Mastercard,purchase,2024-01-22T01:10:00.000Z,USD,190860
6545732730664353,JCB 16 digit,purchase,2024-02-21T15:14:00.000Z,COP,145948
4835735142156057991,JCB 16 digit,purchase,2024-01-07T08:05:00.000Z,USD,177927
3533176525399505,American Express,purchase,2024-02-20T13:03:00.000Z,COP,210052
4967070059468245,Discover,purchase,2024-02-21T15:46:00.000Z,COP,110463
501881048737,JCB 16 digit,purchase,2024-03-05T20:12:00.000Z,MEX,109805
4940180435250,JCB 15 digit,purchase,2024-01-01T08:09:00.000Z,COP,189677
2720293067123253,JCB 15 digit,purchase,2024-03-10T07:13:00.000Z,COP,59659
180041079289258,Mastercard,purchase,2024-01-24T16:18:00.000Z,COP,127496
345251685529359,VISA 19 digit,purchase,2024-01-25T20:19:00.000Z,COP,131349
2225377273646916,JCB 15 digit,purchase,2024-02-07T04:54:00.000Z,BRL,186523
30178296598624,Discover,purchase,2024-02-06T12:38:00.000Z,USD,150895
4912774633163091,Mastercard,purchase,2024-02-19T03:14:00.000Z,ARS,161662
213139643686685,JCB 16 digit,cash_advance,2024-01-30T14:26:00.000Z,COP,99185
5282129138106658,Maestro,purchase,2024-02-11T01:46:00.000Z,MEX,151797
4255118480117211,Maestro,purchase,2024-02-13T11:25:00.000Z,COP,186230
4248905984817294426,Diners Club / Carte Blanche,purchase,2024-02-09T15:42:00.000Z,BRL,144835
6539606233133629,VISA 19 digit,purchase,2024-03-14T00:12:00.000Z,MEX,143756
503866055893,VISA 16 digit,purchase,2024-02-21T18:20:00.000Z,USD,143593
6011454569232815,JCB 16 digit,cash_advance,2024-03-30T22:31:00.000Z,USD,116044
3582161762104743,JCB 16 digit,purchase,2024-02-25T02:32:00.000Z,ARS,186490
3527737362422839,Maestro,purchase,2024-02-22T01:42:00.000Z,USD,127411
2231615238938775,American Express,cash_advance,2024-03-17T01:12:00.000Z,COP,171054
3505954228231041,VISA 19 digit,purchase,2024-02-26T16:24:00.000Z,USD,110381
3524666493070337,VISA 13 digit,purchase,2024-03-18T06:16:00.000Z,MEX,160920
4466862053329639,Mastercard,purchase,2024-03-06T06:44:00.000Z,USD,179533
3510145003818358,VISA 16 digit,purchase,2024-02-03T11:31:00.000Z,COP,85873
30296352630741,Discover,purchase,2024-03-11T23:50:00.000Z,USD,143303
38267370895311,VISA 13 digit,purchase,2024-01-02T06:00:00.000Z,COP,179466
3572310993381313,Diners Club / Carte Blanche,purchase,2024-01-20T14:13:00.000Z,USD,192077
3564122885162416,Maestro,purchase,2024-03-29T11:18:00.000Z,COP,167782
3525493835367308,VISA 19 digit,purchase,2024-02-02T21:45:00.000Z,USD,143474
2268847010046784,American Express,purchase,2024-02-05T05:38:00.000Z,ARS,128861
3557773516534529,Discover,purchase,2024-02-21T04:07:00.000Z,ARS,186030
30417563138874,JCB 16 digit,purchase,2024-01-21T05:33:00.000Z,USD,196244
372618412784315,JCB 15 digit,purchase,2024-01-13T02:37:00.000Z,USD,148162
4509989204470,Maestro,purchase,2024-02-13T19:17:00.000Z,MEX,252648
4358165414414186,JCB 16 digit,purchase,2024-03-05T22:09:00.000Z,COP,117054
30254580300959,JCB 16 digit,cash_advance,2024-02-07T14:46:00.000Z,USD,86608
6598166387254331,JCB 16 digit,cash_advance,2024-01-21T07:48:00.000Z,COP,134909
4830068204602691415,JCB 16 digit,purchase,2024-01-01T08:47:00.000Z,COP,160270
4486337340181313,VISA 19 digit,purchase,2024-03-21T00:28:00.000Z,COP,116889
4627718712522152,American Express,purchase,2024-01-19T14:30:00.000Z,USD,174159
4772126731032075,JCB 15 digit,purchase,2024-02-16T09:59:00.000Z,USD,135397
340214893201687,VISA 19 digit,purchase,2024-02-05T11:21:00.000Z,COP,175945
4927236339365514,JCB 16 digit,purchase,2024-02-22T04:52:00.000Z,ARS,112962
4746027024692133898,VISA 13 digit,purchase,2024-01-01T15:51:00.000Z,MEX,149952
4252732162968601,JCB 16 digit,purchase,2024-03-20T00:31:00.000Z,ARS,199531
676112888513,JCB 15 digit,purchase,2024-02-21T00:13:00.000Z,COP,132797
30480920080676,Mastercard,purchase,2024-02-25T21:02:00.000Z,ARS,119874
2272445310326776,JCB 15 digit,purchase,2024-03-25T20:07:00.000Z,BRL,121901
3562742894739722,JCB 16 digit,purchase,2024-03-28T10:03:00.000Z,ARS,125297
375862953075173,JCB 16 digit,purchase,2024-03-02T19:33:00.000Z,USD,187912
3543363720693308,Mastercard,purchase,2024-02-19T04:05:00.000Z,COP,152834
2266995129472870,Mastercard,purchase,2024-03-15T07:19:00.000Z,BRL,110451
379523703864425,JCB 16 digit,purchase,2024-03-13T02:34:00.000Z,USD,220844
6011847541791537,American Express,cash_advance,2024-01-04T12:19:00.000Z,COP,182902
6573442822050033,VISA 13 digit,purchase,2024-03-27T14:50:00.000Z,USD,117108
3557598773828276,American Express,purchase,2024-03-16T08:19:00.000Z,USD,148852
2238867303874848,VISA 16 digit,purchase,2024-01-11T05:29:00.000Z,COP,205488
3592493071199967,JCB 16 digit,purchase,2024-01-30T12:11:00.000Z,COP,177241
580667021183,VISA 13 digit,purchase,2024-01-28T05:10:00.000Z,BRL,134872
4433244787405024651,VISA 19 digit,cash_advance,2024-03-18T14:42:00.000Z,USD,186617
3527793868149830,JCB 16 digit,cash_advance,2024-01-15T06:10:00.000Z,ARS,145240
502039303891,JCB 16 digit,purchase,2024-03-09T06:50:00.000Z,BRL,141861
3596509399601578,VISA 16 digit,purchase,2024-01-07T15:10:00.000Z,USD,132442
4241131068136958431,JCB 16 digit,purchase,2024-03-05T15:13:00.000Z,USD,116982
6536963251433198,VISA 16 digit,purchase,2024-01-21T06:27:00.000Z,USD,172819
3560474041933709,JCB 16 digit,purchase,2024-02-21T09:02:00.000Z,MEX,123868
378708200406421,Discover,purchase,2024-01-21T22:26:00.000Z,USD,155036
6011467780102161,VISA 13 digit,cash_advance,2024-02-19T00:43:00.000Z,USD,177475
4944933876097674865,JCB 15 digit,purchase,2024-02-12T11:01:00.000Z,USD,83175
180093062706392,VISA 13 digit,purchase,2024-03-28T13:04:00.000Z,MEX,148808
3517981513074592,American Express,purchase,2024-03-11T02:23:00.000Z,BRL,156448
3503086695693445,American Express,purchase,2024-01-06T14:40:00.000Z,USD,112245
6011190767001913,JCB 16 digit,purchase,2024-03-27T08:52:00.000Z,USD,116549
2603596061790634,Diners Club / Carte Blanche,purchase,2024-01-14T02:32:00.000Z,ARS,122883
3537324989919980,VISA 16 digit,purchase,2024-01-27T04:43:00.000Z,BRL,165403
6583679872077733,Diners Club / Carte Blanche,purchase,2024-02-13T01:38:00.000Z,MEX,117369
4477122182628181682,VISA 16 digit,purchase,2024-01-15T06:19:00.000Z,COP,120000
4425048716455,JCB 15 digit,purchase,2024-03-13T22:35:00.000Z,MEX,178974
4891141701235968,Mastercard,purchase,2024-02-07T17:34:00.000Z,COP,125181
5101361003576488,Maestro,purchase,2024-03-24T06:17:00.000Z,ARS,102405
3546676847126184,JCB 16 digit,purchase,2024-02-10T16:07:00.000Z,BRL,157756
3513558341052828,JCB 16 digit,purchase,2024-03-10T23:14:00.000Z,USD,89197
4924731827758002017,American Express,purchase,2024-03-01T15:24:00.000Z,USD,116515
4622326662407,JCB 16 digit,purchase,2024-02-06T12:58:00.000Z,BRL,133312
6011118447096904,JCB 16 digit,purchase,2024-03-18T06:26:00.000Z,COP,129560
3509460103718918,JCB 16 digit,purchase,2024-03-04T14:44:00.000Z,USD,127184
30277150280921,American Express,purchase,2024-02-10T19:15:00.000Z,COP,179090
3505970652397991,VISA 19 digit,purchase,2024-02-09T23:57:00.000Z,BRL,119534
6011963451888880,JCB 16 digit,purchase,2024-01-02T03:47:00.000Z,ARS,152268
4352482309249270,VISA 16 digit,purchase,2024-02-05T06:58:00.000Z,COP,151371
342734842774797,Maestro,purchase,2024-01-30T17:52:00.000Z,COP,137267
30112092571808,VISA 16 digit,purchase,2024-03-15T23:19:00.000Z,COP,110764
6011533866753225,VISA 19 digit,purchase,2024-02-19T05:31:00.000Z,ARS,199853
4419323798734,VISA 19 digit,purchase,2024-01-18T13:57:00.000Z,COP,138214
4324131636839,Diners Club / Carte Blanche,purchase,2024-03-06T09:10:00.000Z,COP,154951
371675244407664,Discover,purchase,2024-02-22T14:05:00.000Z,COP,187906
501822522501,VISA 19 digit,cash_advance,2024-02-14T07:37:00.000Z,USD,125433
4625194756631,Mastercard,purchase,2024-02-28T01:56:00.000Z,COP,100675
180034035768127,JCB 16 digit,purchase,2024-02-06T17:02:00.000Z,MEX,165277
2257641396603554,VISA 13 digit,cash_advance,2024-02-27T18:51:00.000Z,MEX,112363
4436163111488084518,VISA 13 digit,cash_advance,2024-03-20T11:54:00.000Z,COP,125763
4386726504458,VISA 16 digit,purchase,2024-01-31T03:43:00.000Z,COP,114273
6567545219955040,VISA 16 digit,purchase,2024-02-28T13:31:00.000Z,COP,164895
4937468211908,VISA 16 digit,purchase,2024-01-06T20:20:00.000Z,ARS,136150
347649501724567,VISA 16 digit,purchase,2024-01-05T09:53:00.000Z,USD,194064
3537390709277868,Maestro,purchase,2024-01-27T04:16:00.000Z,COP,96716
4958911041959398,Maestro,purchase,2024-01-08T05:43:00.000Z,BRL,98408
4448172777124149,JCB 16 digit,cash_advance,2024-01-08T00:58:00.000Z,COP,158444
4049388166244,Discover,purchase,2024-02-24T10:41:00.000Z,USD,185077
6515688623215693,Discover,purchase,2024-03-06T03:31:00.000Z,BRL,116416
3522906896953289,VISA 13 digit,purchase,2024-02-25T03:00:00.000Z,COP,196240
4301445537717554788,Mastercard,cash_advance,2024-02-07T10:54:00.000Z,USD,121921
30291727096397,Diners Club / Carte Blanche,purchase,2024-02-06T17:21:00.000Z,COP,62474
344868111761503,JCB 15 digit,purchase,2024-02-29T07:46:00.000Z,COP,123340
36681960842008,Maestro,purchase,2024-03-12T01:08:00.000Z,BRL,96469
4132048340822438,VISA 19 digit,purchase,2024-03-17T16:26:00.000Z,MEX,159874
676153241366,VISA 19 digit,cash_advance,2024-01-16T22:22:00.000Z,COP,153499
180087243508412,VISA 16 digit,purchase,2024-01-13T16:36:00.000Z,USD,233483
6011576046549443,VISA 19 digit,purchase,2024-03-13T07:07:00.000Z,COP,123135
4125439071840070,VISA 19 digit,purchase,2024-01-08T05:21:00.000Z,BRL,194175
4901909646155,Discover,purchase,2024-02-15T07:18:00.000Z,USD,152873
4285221006938096,Diners Club / Carte Blanche,purchase,2024-01-18T11:11:00.000Z,USD,219039
3523554794226678,VISA 19 digit,purchase,2024-03-01T16:55:00.000Z,COP,152897
3506302561995237,JCB 16 digit,purchase,2024-01-16T11:37:00.000Z,COP,201550
378009736486817,JCB 15 digit,purchase,2024-03-10T13:23:00.000Z,USD,127779
4193131916520051,JCB 16 digit,purchase,2024-01-07T02:25:00.000Z,COP,143280
371353223998638,VISA 19 digit,purchase,2024-03-12T10:27:00.000Z,MEX,150374
4695432337131913,VISA 13 digit,purchase,2024-02-23T18:01:00.000Z,COP,143308
2374296200676250,VISA 16 digit,purchase,2024-03-01T00:55:00.000Z,COP,170256
38351917090485,Mastercard,purchase,2024-02-28T16:10:00.000Z,ARS,95029
3582298253540298,American Express,purchase,2024-03-31T05:55:00.000Z,COP,99545
4292058979047366823,Maestro,purchase,2024-03-29T10:49:00.000Z,COP,197993
2254773433930576,JCB 16 digit,purchase,2024-03-04T23:16:00.000Z,ARS,117714
6580575941968956,Diners Club / Carte Blanche,purchase,2024-01-15T17:12:00.000Z,ARS,152989
4351828836537075954,VISA 19 digit,purchase,2024-01-30T05:23:00.000Z,COP,60573
376506957603253,American Express,purchase,2024-02-01T16:13:00.000Z,COP,159378
4093530492983,VISA 13 digit,purchase,2024-02-14T16:28:00.000Z,USD,134963
376072636912292,American Express,purchase,2024-02-12T16:33:00.000Z,COP,144332
4431835993391147576,VISA 19 digit,purchase,2024-01-25T21:42:00.000Z,BRL,139762
347522512529772,JCB 16 digit,purchase,2024-02-29T13:29:00.000Z,ARS,147286
4524810527965,American Express,purchase,2024-01-10T07:38:00.000Z,MEX,138022
6011535311675556,Discover,purchase,2024-01-25T06:34:00.000Z,USD,177013
4224727932156,JCB 15 digit,purchase,2024-02-04T21:13:00.000Z,COP,175034
3525752656068281,VISA 16 digit,purchase,2024-02-01T23:11:00.000Z,USD,157357
3573806659243381,JCB 15 digit,purchase,2024-01-09T19:28:00.000Z,USD,118166
213172287278022,JCB 15 digit,purchase,2024-01-12T08:47:00.000Z,MEX,132635
3560713241644271,JCB 15 digit,cash_advance,2024-03-05T11:44:00.000Z,BRL,152552
4181726716716062474,Maestro,purchase,2024-03-28T09:35:00.000Z,ARS,121851
676375402903,JCB 15 digit,purchase,2024-01-04T23:38:00.000Z,COP,126263
4539073388814799,VISA 19 digit,purchase,2024-01-01T01:35:00.000Z,USD,79775
180059488813575,American Express,purchase,2024-03-16T21:33:00.000Z,MEX,205883
6011261433000041,VISA 13 digit,purchase,2024-02-01T12:42:00.000Z,USD,202748
6543835675548630,VISA 13 digit,purchase,2024-02-26T20:07:00.000Z,COP,138059
675996853445,American Express,purchase,2024-01-07T11:38:00.000Z,USD,197143
6504677431782989,VISA 16 digit,purchase,2024-02-18T17:15:00.000Z,MEX,191363
4806732936559297623,JCB 16 digit,purchase,2024-02-05T13:49:00.000Z,USD,120158
6011896923693019,VISA 13 digit,purchase,2024-02-12T16:39:00.000Z,COP,169861
639016331477,JCB 16 digit,purchase,2024-03-17T22:37:00.000Z,USD,182957
213113254164209,American Express,purchase,2024-03-02T18:00:00.000Z,BRL,95346
3502847806499340,VISA 16 digit,purchase,2024-01-19T12:05:00.000Z,BRL,108549
3591634386319367,Discover,purchase,2024-01-16T09:50:00.000Z,BRL,133224
4113193442164,Discover,purchase,2024-03-27T06:31:00.000Z,USD,105271
3551966828715176,JCB 15 digit,purchase,2024-03-15T15:26:00.000Z,USD,244495
3519244025560451,Maestro,purchase,2024-03-18T02:42:00.000Z,COP,185203
213131054081209,Mastercard,purchase,2024-01-30T19:49:00.000Z,ARS,99235
3541317337284598,VISA 16 digit,purchase,2024-03-07T06:14:00.000Z,USD,150528
4638277424886402,VISA 19 digit,purchase,2024-03-26T23:38:00.000Z,COP,191945
4310474672309,Diners Club / Carte Blanche,purchase,2024-01-18T12:40:00.000Z,COP,154977
30295649785987,VISA 13 digit,purchase,2024-02-20T16:34:00.000Z,ARS,94738
4636896534161406,VISA 16 digit,purchase,2024-01-16T02:44:00.000Z,BRL,179240
3563369613281940,VISA 13 digit,purchase,2024-02-24T12:20:00.000Z,USD,155459
30263697972576,JCB 16 digit,purchase,2024-01-23T05:14:00.000Z,COP,140351
342995057295378,JCB 15 digit,purchase,2024-01-18T03:19:00.000Z,COP,149708
4319646336859,JCB 16 digit,purchase,2024-03-23T08:33:00.000Z,USD,163673
4383553294860231,Discover,cash_advance,2024-02-14T09:17:00.000Z,MEX,179532
675953976932,VISA 16 digit,purchase,2024-02-28T10:18:00.000Z,MEX,185769
4342602351107664600,Diners Club / Carte Blanche,cash_advance,2024-01-08T22:04:00.000Z,COP,190888
5404587020122179,VISA 13 digit,purchase,2024-02-22T03:32:00.000Z,COP,145710
4079189749429014,VISA 13 digit,purchase,2024-02-08T00:18:00.000Z,BRL,181813
4144844303868061,VISA 19 digit,purchase,2024-03-24T10:27:00.000Z,USD,179627
4171397724706697,VISA 16 digit,purchase,2024-02-28T15:18:00.000Z,COP,177123
4377457841249334890,VISA 16 digit,purchase,2024-01-15T10:37:00.000Z,COP,92536
4139760514259,VISA 13 digit,purchase,2024-01-31T15:23:00.000Z,BRL,153752
6011712779444144,Maestro,cash_advance,2024-02-18T15:28:00.000Z,COP,175562
2337685808181570,Maestro,purchase,2024-01-05T01:09:00.000Z,USD,141419
4742178028535531,Maestro,purchase,2024-03-11T05:34:00.000Z,USD,130205
30460424924488,VISA 16 digit,purchase,2024-01-22T23:39:00.000Z,COP,165129
30450395020325,VISA 16 digit,purchase,2024-03-09T00:46:00.000Z,MEX,152786
4890022563516599,JCB 15 digit,purchase,2024-03-29T15:40:00.000Z,COP,156784
4993416801290,VISA 16 digit,purchase,2024-01-03T04:30:00.000Z,COP,171218
6011266669152515,VISA 19 digit,purchase,2024-01-04T09:27:00.000Z,COP,178170
676264387215,Maestro,purchase,2024-03-03T22:27:00.000Z,MEX,180402
4572021289658862,American Express,purchase,2024-03-03T06:36:00.000Z,USD,152483
30522210390800,Discover,purchase,2024-02-28T19:48:00.000Z,BRL,170438
501889148356,Maestro,purchase,2024-01-13T12:37:00.000Z,USD,173064
2294535569533991,Discover,purchase,2024-01-16T02:20:00.000Z,MEX,87379
4947018916427,VISA 16 digit,purchase,2024-03-07T17:56:00.000Z,COP,103977
374066635001281,Diners Club / Carte Blanche,purchase,2024-01-31T23:14:00.000Z,COP,139621
2230027141149758,VISA 13 digit,purchase,2024-03-14T16:03:00.000Z,MEX,170221
30166588989106,VISA 13 digit,purchase,2024-01-05T18:45:00.000Z,MEX,156680
4854424423538659580,VISA 19 digit,purchase,2024-01-13T03:06:00.000Z,COP,110234
30179615826845,VISA 13 digit,purchase,2024-01-03T04:00:00.000Z,COP,61601
6011961116844884,VISA 16 digit,purchase,2024-01-25T00:50:00.000Z,USD,127509
6011540919985522,Discover,purchase,2024-03-17T14:14:00.000Z,COP,174153
30172481704923,Maestro,cash_advance,2024-02-01T07:45:00.000Z,ARS,105219
3568268926414674,Discover,purchase,2024-03-25T10:07:00.000Z,ARS,179396
379717181396781,VISA 16 digit,purchase,2024-03-31T09:35:00.000Z,USD,190722
676398428018,Maestro,purchase,2024-01-02T15:35:00.000Z,COP,113939
4107840146806,American Express,purchase,2024-03-01T19:21:00.000Z,COP,230259
2429854282616308,Maestro,cash_advance,2024-03-27T08:59:00.000Z,USD,151894
4015855431979170,Maestro,purchase,2024-01-22T05:29:00.000Z,USD,106830
4946311167737995705,American Express,purchase,2024-02-18T23:55:00.000Z,USD,197017
38313139550324,Mastercard,cash_advance,2024-02-01T22:35:00.000Z,MEX,119042
2405897494854496,VISA 16 digit,purchase,2024-03-02T08:04:00.000Z,USD,118836
4568270224085865,VISA 16 digit,purchase,2024-02-05T02:54:00.000Z,COP,175280
4501375397651618506,VISA 16 digit,purchase,2024-03-11T21:59:00.000Z,USD,164107
30320445505577,Maestro,purchase,2024-01-01T08:39:00.000Z,COP,126440
346780040674517,Maestro,cash_advance,2024-03-07T17:16:00.000Z,COP,164336
4661822079456642607,Mastercard,purchase,2024-01-01T08:50:00.000Z,BRL,183764
2279369640145024,Mastercard,purchase,2024-03-03T14:40:00.000Z,USD,139523
4495938481804927256,Discover,purchase,2024-01-15T19:36:00.000Z,COP,105530
2677388083113412,VISA 16 digit,purchase,2024-02-02T16:22:00.000Z,USD,119852
2382972390072225,VISA 16 digit,purchase,2024-03-06T00:21:00.000Z,COP,159341
4639355325805330,Maestro,purchase,2024-02-20T03:15:00.000Z,ARS,158776
4587328646387,JCB 15 digit,purchase,2024-03-07T02:07:00.000Z,MEX,178332
3587053623526443,Mastercard,purchase,2024-03-25T08:21:00.000Z,USD,191161
571301403267,Maestro,purchase,2024-02-28T04:17:00.000Z,USD,157660
3542301220112586,VISA 13 digit,purchase,2024-01-13T19:50:00.000Z,USD,114928
3592239990845028,VISA 13 digit,purchase,2024-01-16T19:06:00.000Z,COP,216107
4548944745412239,VISA 13 digit,cash_advance,2024-01-19T19:11:00.000Z,MEX,145395
3557325450569332,Discover,purchase,2024-01-15T15:34:00.000Z,BRL,187254
213163451044282,JCB 16 digit,cash_advance,2024-02-16T04:49:00.000Z,USD,135121
213124130658504,JCB 15 digit,cash_advance,2024-01-01T14:21:00.000Z,COP,66441
4297847992965531,VISA 16 digit,purchase,2024-02-12T18:33:00.000Z,COP,181933
372568264681160,JCB 15 digit,purchase,2024-01-15T10:36:00.000Z,USD,128184
4613916346463605,VISA 13 digit,purchase,2024-02-23T07:52:00.000Z,COP,183837
180014563719692,Mastercard,purchase,2024-01-14T07:15:00.000Z,COP,187223
4060191643749712,Maestro,purchase,2024-02-12T02:58:00.000Z,ARS,152606
4754779523961604244,VISA 13 digit,purchase,2024-03-22T01:35:00.000Z,USD,197099
060454105408,VISA 16 digit,cash_advance,2024-02-18T11:09:00.000Z,BRL,183407
4730514849830394794,VISA 13 digit,purchase,2024-02-18T22:45:00.000Z,COP,96093
213186370454571,VISA 16 digit,cash_advance,2024-02-17T00:13:00.000Z,USD,189442
376397561108388,Diners Club / Carte Blanche,purchase,2024-01-24T15:06:00.000Z,USD,188011
676106734657,American Express,purchase,2024-01-31T21:18:00.000Z,COP,112389
30400106968544,American Express,purchase,2024-03-14T14:01:00.000Z,USD,95732
3519582639819593,JCB 16 digit,purchase,2024-02-01T09:07:00.000Z,USD,196704
377797083914230,VISA 19 digit,purchase,2024-01-03T12:00:00.000Z,USD,170776
4052082309351721,JCB 15 digit,purchase,2024-03-11T15:07:00.000Z,USD,81374
4100142953143030,VISA 19 digit,purchase,2024-02-04T11:50:00.000Z,COP,94662
6011022879618914,VISA 16 digit,purchase,2024-03-22T14:17:00.000Z,USD,144681
6011821451650405,Mastercard,purchase,2024-02-18T19:08:00.000Z,COP,176193
213134081537656,American Express,purchase,2024-01-24T16:51:00.000Z,COP,140303
4603138853970,JCB 16 digit,purchase,2024-03-05T09:35:00.000Z,BRL,171966
6562932980869888,American Express,purchase,2024-02-01T21:32:00.000Z,USD,79858
30189864874438,JCB 15 digit,purchase,2024-03-07T18:08:00.000Z,USD,122482
4223646520567309,VISA 13 digit,purchase,2024-01-28T01:31:00.000Z,COP,124339
5370625678169926,JCB 15 digit,purchase,2024-02-12T16:40:00.000Z,USD,157068
3503873050472675,Maestro,cash_advance,2024-03-29T12:52:00.000Z,USD,159985
3556695187999353,JCB 16 digit,purchase,2024-03-17T12:15:00.000Z,BRL,188196
4050825851763362688,JCB 15 digit,purchase,2024-02-15T09:58:00.000Z,COP,156196
180067768714967,VISA 13 digit,cash_advance,2024-02-25T08:58:00.000Z,COP,141936
180087174848555,American Express,purchase,2024-02-23T15:24:00.000Z,USD,162826
4081220682932203842,Diners Club / Carte Blanche,purchase,2024-02-12T05:48:00.000Z,BRL,151249
4685944083313133554,VISA 19 digit,purchase,2024-01-18T00:13:00.000Z,MEX,140026
30425544683702,American Express,purchase,2024-01-08T14:09:00.000Z,ARS,180990
4607984524402647074,VISA 16 digit,purchase,2024-01-11T13:43:00.000Z,USD,115229
4850406729339483,VISA 16 digit,purchase,2024-01-21T17:16:00.000Z,COP,134000
349094338929733,Maestro,purchase,2024-01-03T10:17:00.000Z,COP,163310
341633830623753,VISA 13 digit,purchase,2024-01-08T14:06:00.000Z,BRL,119606
675904436325,Maestro,purchase,2024-03-05T17:21:00.000Z,USD,179907
4346269478147720814,Discover,purchase,2024-02-17T13:00:00.000Z,USD,130946
4787050396694,Diners Club / Carte Blanche,purchase,2024-03-05T08:03:00.000Z,COP,143554
630447649983,Mastercard,purchase,2024-03-12T07:01:00.000Z,COP,145839
4441699950210,Mastercard,cash_advance,2024-02-15T03:12:00.000Z,USD,117376
4025846587395,Discover,purchase,2024-02-23T23:54:00.000Z,COP,140626
3575766344212100,VISA 13 digit,purchase,2024-03-20T02:16:00.000Z,USD,184091
6011588443411366,American Express,purchase,2024-03-07T08:58:00.000Z,COP,137778
2620385780419108,JCB 16 digit,purchase,2024-02-06T13:39:00.000Z,BRL,117600
6520227662741716,Diners Club / Carte Blanche,purchase,2024-02-16T19:29:00.000Z,COP,157571
6011184017353646,Maestro,purchase,2024-03-09T22:23:00.000Z,USD,144982
4660138637952970,Discover,purchase,2024-01-20T23:27:00.000Z,ARS,154702
3557219710232296,Diners Club / Carte Blanche,purchase,2024-03-07T13:09:00.000Z,COP,145050
3513287544444323,VISA 19 digit,purchase,2024-02-28T11:25:00.000Z,USD,161358
180015533258836,JCB 15 digit,purchase,2024-02-14T08:57:00.000Z,COP,118683
4191899608871182298,Maestro,purchase,2024-02-12T02:06:00.000Z,COP,103305
3595853267748785,JCB 16 digit,purchase,2024-01-20T09:44:00.000Z,USD,157083
675960126331,VISA 19 digit,purchase,2024-02-17T20:05:00.000Z,MEX,147538
38559148859276,VISA 13 digit,purchase,2024-03-13T07:18:00.000Z,USD,139460
5108386814676246,VISA 19 digit,purchase,2024-03-27T17:14:00.000Z,COP,139621
6538523580633401,VISA 13 digit,purchase,2024-02-15T15:53:00.000Z,USD,152003
3552851060381540,Discover,purchase,2024-03-24T00:48:00.000Z,COP,125659
4493923137439823,Discover,purchase,2024-02-25T02:31:00.000Z,MEX,129759
676207125409,JCB 15 digit,purchase,2024-02-11T05:57:00.000Z,COP,133819
501820656905,Diners Club / Carte Blanche,purchase,2024-03-02T05:18:00.000Z,COP,99191
4484090489045953,VISA 13 digit,cash_advance,2024-02-29T08:10:00.000Z,COP,89700
568815306168,Maestro,purchase,2024-03-03T04:27:00.000Z,USD,107700
4376205411083737975,Discover,purchase,2024-02-24T00:11:00.000Z,ARS,189903
4524519804608,VISA 16 digit,purchase,2024-03-21T23:59:00.000Z,COP,225548
4816357028626513,Mastercard,purchase,2024-01-06T03:55:00.000Z,COP,117284
4221251378924405,Maestro,purchase,2024-02-24T21:38:00.000Z,USD,153162
4146044547653472,Mastercard,purchase,2024-01-22T06:00:00.000Z,COP,134089
2290183682040489,Maestro,purchase,2024-02-13T07:49:00.000Z,COP,138584
2225388659470854,Maestro,purchase,2024-02-24T09:20:00.000Z,COP,152699
3586747626983896,American Express,purchase,2024-02-02T01:16:00.000Z,MEX,170337
371638726159070,Maestro,purchase,2024-02-18T23:08:00.000Z,COP,162309
630458103730,JCB 16 digit,purchase,2024-02-17T20:29:00.000Z,ARS,215548
4356272461865879305,American Express,purchase,2024-01-01T14:44:00.000Z,USD,111603
